"","PassengerId","Pclass","Sex","Zona","FamilyCat","Price_Per_Person","PriceCat","Age_imp","title","Embarked","AgeCat","Survived"
"323",323,"2","female","Desconeguda","sol",12.35,"mig",30,"Miss","Q","adults","1"
"324",324,"2","female","Desconeguda","petita",9.66666666666667,"mig",22,"Mrs","S","adults","1"
"325",325,"3","male","Desconeguda","gran",6.32272727272727,"baix",10.5,"Mr","S","adolescents","0"
"326",326,"1","female","C","sol",135.6333,"alt",36,"Miss","C","adults","1"
"327",327,"3","male","Desconeguda","sol",6.2375,"baix",61,"Mr","S","ancians","0"
"328",328,"2","female","D","sol",13,"mig",36,"Mrs","S","adults","1"
"329",329,"3","female","Desconeguda","petita",6.84166666666667,"baix",31,"Mrs","S","adults","1"
"330",330,"1","female","B","petita",28.9896,"alt",16,"Miss","C","adolescents","1"
"331",331,"3","female","Desconeguda","petita",7.75,"baix",22,"Miss","Q","adults","1"
"332",332,"1","male","C","sol",28.5,"alt",45,"Mr","S","adults","0"
"333",333,"1","male","C","petita",76.73125,"alt",38,"Mr","S","adults","0"
"334",334,"3","male","Desconeguda","petita",6,"baix",16,"Mr","S","adolescents","0"
"335",335,"1","female","Desconeguda","petita",66.825,"alt",35,"Mrs","S","adults","1"
"336",336,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults","0"
"337",337,"1","male","C","petita",33.3,"alt",29,"Mr","S","adults","0"
"338",338,"1","female","E","sol",134.5,"alt",41,"Miss","C","adults","1"
"339",339,"3","male","Desconeguda","sol",8.05,"baix",45,"Mr","S","adults","1"
"340",340,"1","male","T","sol",35.5,"alt",45,"Mr","S","adults","0"
"341",341,"2","male","F","petita",8.66666666666667,"baix",2,"Master","S","nens","1"
"342",342,"1","female","C","moderada",43.8333333333333,"alt",24,"Miss","S","adults","1"
"343",343,"2","male","Desconeguda","sol",13,"mig",28,"Mr","S","adults","0"
"344",344,"2","male","Desconeguda","sol",13,"mig",25,"Mr","S","adults","0"
"345",345,"2","male","Desconeguda","sol",13,"mig",36,"Mr","S","adults","0"
"346",346,"2","female","F","sol",13,"mig",24,"Miss","S","adults","1"
"347",347,"2","female","Desconeguda","sol",13,"mig",40,"Miss","S","adults","1"
"348",348,"3","female","Desconeguda","petita",8.05,"baix",22,"Mrs","S","adults","1"
"349",349,"3","male","Desconeguda","petita",5.3,"baix",3,"Master","S","nens","1"
"350",350,"3","male","Desconeguda","sol",8.6625,"baix",42,"Mr","S","adults","0"
"351",351,"3","male","Desconeguda","sol",9.225,"mig",23,"Mr","S","adults","0"
"352",352,"1","male","C","sol",35,"alt",42,"Mr","S","adults","0"
"353",353,"3","male","Desconeguda","petita",2.40973333333333,"baix",15,"Mr","C","adolescents","0"
"354",354,"3","male","Desconeguda","petita",8.9,"baix",25,"Mr","S","adults","0"
"355",355,"3","male","Desconeguda","sol",7.225,"baix",26,"Mr","C","adults","0"
"356",356,"3","male","Desconeguda","sol",9.5,"mig",28,"Mr","S","adults","0"
"357",357,"1","female","E","petita",27.5,"alt",22,"Miss","S","adults","1"
"358",358,"2","female","Desconeguda","sol",13,"mig",38,"Miss","S","adults","0"
"359",359,"3","female","Desconeguda","sol",7.8792,"baix",22,"Miss","Q","adults","1"
"360",360,"3","female","Desconeguda","sol",7.8792,"baix",22,"Miss","Q","adults","1"
"361",361,"3","male","Desconeguda","moderada",4.65,"baix",40,"Mr","S","adults","0"
"362",362,"2","male","Desconeguda","petita",13.8604,"mig",29,"Mr","C","adults","0"
"363",363,"3","female","Desconeguda","petita",7.2271,"baix",45,"Mrs","C","adults","0"
"364",364,"3","male","Desconeguda","sol",7.05,"baix",35,"Mr","S","adults","0"
"365",365,"3","male","Desconeguda","petita",7.75,"baix",26,"Mr","Q","adults","0"
"366",366,"3","male","Desconeguda","sol",7.25,"baix",30,"Mr","S","adults","0"
"367",367,"1","female","D","petita",37.625,"alt",60,"Mrs","C","ancians","1"
"368",368,"3","female","Desconeguda","sol",7.2292,"baix",22,"Mrs","C","adults","1"
"369",369,"3","female","Desconeguda","sol",7.75,"baix",22,"Miss","Q","adults","1"
"370",370,"1","female","B","sol",69.3,"alt",24,"noble","C","adults","1"
"371",371,"1","male","E","petita",27.72085,"alt",25,"Mr","C","adults","1"
"372",372,"3","male","Desconeguda","petita",3.2479,"baix",18,"Mr","S","adolescents","0"
"373",373,"3","male","Desconeguda","sol",8.05,"baix",19,"Mr","S","adults","0"
"374",374,"1","male","Desconeguda","sol",135.6333,"alt",22,"Mr","C","adults","0"
"375",375,"3","female","Desconeguda","moderada",4.215,"baix",3,"Miss","S","nens","0"
"376",376,"1","female","Desconeguda","petita",41.0854,"alt",35,"Mrs","C","adults","1"
"377",377,"3","female","Desconeguda","sol",7.25,"baix",22,"Miss","S","adults","1"
"378",378,"1","male","C","petita",70.5,"alt",27,"Mr","C","adults","0"
"379",379,"3","male","Desconeguda","sol",4.0125,"baix",20,"Mr","C","adults","0"
"380",380,"3","male","Desconeguda","sol",7.775,"baix",19,"Mr","S","adults","0"
"381",381,"1","female","Desconeguda","sol",227.525,"alt",42,"Miss","C","adults","1"
"382",382,"3","female","Desconeguda","petita",5.24723333333333,"baix",1,"Miss","C","nens","1"
"383",383,"3","male","Desconeguda","sol",7.925,"baix",32,"Mr","S","adults","0"
"384",384,"1","female","Desconeguda","petita",26,"alt",35,"Mrs","S","adults","1"
"385",385,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults","0"
"386",386,"2","male","Desconeguda","sol",73.5,"alt",18,"Mr","S","adolescents","0"
"387",387,"3","male","Desconeguda","gran",5.8625,"baix",1,"Master","S","nens","0"
"388",388,"2","female","Desconeguda","sol",13,"mig",36,"Miss","S","adults","1"
"389",389,"3","male","Desconeguda","sol",7.7292,"baix",26,"Mr","Q","adults","0"
"390",390,"2","female","Desconeguda","sol",12,"mig",17,"Miss","C","adolescents","1"
"391",391,"1","male","B","petita",30,"alt",36,"Mr","S","adults","1"
"392",392,"3","male","Desconeguda","sol",7.7958,"baix",21,"Mr","S","adults","1"
"393",393,"3","male","Desconeguda","petita",2.64166666666667,"baix",28,"Mr","S","adults","0"
"394",394,"1","female","D","petita",56.6375,"alt",23,"Miss","C","adults","1"
"395",395,"3","female","G","petita",5.56666666666667,"baix",24,"Mrs","S","adults","1"
"396",396,"3","male","Desconeguda","sol",7.7958,"baix",22,"Mr","S","adults","0"
"397",397,"3","female","Desconeguda","sol",7.8542,"baix",31,"Miss","S","adults","0"
"398",398,"2","male","Desconeguda","sol",26,"alt",46,"Mr","S","adults","0"
"399",399,"2","male","Desconeguda","sol",10.5,"mig",23,"noble","S","adults","0"
"400",400,"2","female","Desconeguda","sol",12.65,"mig",28,"Mrs","S","adults","1"
"401",401,"3","male","Desconeguda","sol",7.925,"baix",39,"Mr","S","adults","1"
"402",402,"3","male","Desconeguda","sol",8.05,"baix",26,"Mr","S","adults","0"
"403",403,"3","female","Desconeguda","petita",4.9125,"baix",21,"Miss","S","adults","0"
"404",404,"3","male","Desconeguda","petita",7.925,"baix",28,"Mr","S","adults","0"
"405",405,"3","female","Desconeguda","sol",8.6625,"baix",20,"Miss","S","adults","0"
"406",406,"2","male","Desconeguda","petita",10.5,"mig",34,"Mr","S","adults","0"
"407",407,"3","male","Desconeguda","sol",7.75,"baix",51,"Mr","S","adults","0"
"408",408,"2","male","Desconeguda","petita",6.25,"baix",3,"Master","S","nens","1"
"409",409,"3","male","Desconeguda","sol",7.775,"baix",21,"Mr","S","adults","0"
"410",410,"3","female","Desconeguda","moderada",5.09334,"baix",17,"Miss","S","adolescents","0"
"411",411,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults","0"
"412",412,"3","male","Desconeguda","sol",6.8583,"baix",26,"Mr","Q","adults","0"
"413",413,"1","female","C","petita",45,"alt",33,"Miss","Q","adults","1"
"414",414,"2","male","Desconeguda","sol",0,"baix",30,"Mr","S","adults","0"
"415",415,"3","male","Desconeguda","sol",7.925,"baix",44,"Mr","S","adults","1"
"416",416,"3","female","Desconeguda","sol",8.05,"baix",22,"Mrs","S","adults","0"
"417",417,"2","female","Desconeguda","petita",10.8333333333333,"mig",34,"Mrs","S","adults","1"
"418",418,"2","female","Desconeguda","petita",4.33333333333333,"baix",18,"Miss","S","adolescents","1"
"419",419,"2","male","Desconeguda","sol",13,"mig",30,"Mr","S","adults","0"
"420",420,"3","female","Desconeguda","petita",8.05,"baix",10,"Miss","S","nens","0"
"421",421,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","C","adults","0"
"422",422,"3","male","Desconeguda","sol",7.7333,"baix",21,"Mr","Q","adults","0"
"423",423,"3","male","Desconeguda","sol",7.875,"baix",29,"Mr","S","adults","0"
"424",424,"3","female","Desconeguda","petita",4.8,"baix",28,"Mrs","S","adults","0"
"425",425,"3","male","Desconeguda","petita",6.7375,"baix",18,"Mr","S","adolescents","0"
"426",426,"3","male","Desconeguda","sol",7.25,"baix",26,"Mr","S","adults","0"
"427",427,"2","female","Desconeguda","petita",13,"mig",28,"Mrs","S","adults","1"
"428",428,"2","female","Desconeguda","sol",26,"alt",19,"Miss","S","adults","1"
"429",429,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults","0"
"430",430,"3","male","E","sol",8.05,"baix",32,"Mr","S","adults","1"
"431",431,"1","male","C","sol",26.55,"alt",28,"Mr","S","adults","1"
"432",432,"3","female","Desconeguda","petita",8.05,"baix",22,"Mrs","S","adults","1"
"433",433,"2","female","Desconeguda","petita",13,"mig",42,"Mrs","S","adults","1"
"434",434,"3","male","Desconeguda","sol",7.125,"baix",17,"Mr","S","adolescents","0"
"435",435,"1","male","E","petita",27.95,"alt",50,"Mr","S","adults","0"
"436",436,"1","female","B","petita",30,"alt",14,"Miss","S","adolescents","1"
"437",437,"3","female","Desconeguda","moderada",6.875,"baix",21,"Miss","S","adults","0"
"438",438,"2","female","Desconeguda","moderada",3.125,"baix",24,"Mrs","S","adults","1"
"439",439,"1","male","C","moderada",43.8333333333333,"alt",64,"Mr","S","ancians","0"
"440",440,"2","male","Desconeguda","sol",10.5,"mig",31,"Mr","S","adults","0"
"441",441,"2","female","Desconeguda","petita",8.75,"baix",45,"Mrs","S","adults","1"
"442",442,"3","male","Desconeguda","sol",9.5,"mig",20,"Mr","S","adults","0"
"443",443,"3","male","Desconeguda","petita",3.8875,"baix",25,"Mr","S","adults","0"
"444",444,"2","female","Desconeguda","sol",13,"mig",28,"noble","S","adults","1"
"445",445,"3","male","Desconeguda","sol",8.1125,"baix",26,"Mr","S","adults","1"
"446",446,"1","male","A","petita",27.2861,"alt",4,"Master","S","nens","1"
"447",447,"2","female","Desconeguda","petita",9.75,"mig",13,"Miss","S","adolescents","1"
"448",448,"1","male","Desconeguda","sol",26.55,"alt",34,"Mr","S","adults","1"
"449",449,"3","female","Desconeguda","petita",4.814575,"baix",5,"Miss","C","nens","1"
"450",450,"1","male","C","sol",30.5,"alt",52,"noble","S","adults","1"
"451",451,"2","male","Desconeguda","petita",6.9375,"baix",36,"Mr","S","adults","0"
"452",452,"3","male","Desconeguda","petita",9.98335,"mig",26,"Mr","S","adults","0"
"453",453,"1","male","C","sol",27.75,"alt",30,"Mr","C","adults","0"
"454",454,"1","male","C","petita",44.5521,"alt",49,"Mr","C","adults","1"
"455",455,"3","male","Desconeguda","sol",8.05,"baix",26,"Mr","S","adults","0"
"456",456,"3","male","Desconeguda","sol",7.8958,"baix",29,"Mr","C","adults","1"
"457",457,"1","male","E","sol",26.55,"alt",65,"Mr","S","ancians","0"
"458",458,"1","female","D","petita",25.93125,"alt",35,"Mrs","S","adults","1"
"459",459,"2","female","Desconeguda","sol",10.5,"mig",50,"Miss","S","adults","1"
"460",460,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults","0"
"461",461,"1","male","E","sol",26.55,"alt",48,"Mr","S","adults","1"
"462",462,"3","male","Desconeguda","sol",8.05,"baix",34,"Mr","S","adults","0"
"463",463,"1","male","E","sol",38.5,"alt",47,"Mr","S","adults","0"
"464",464,"2","male","Desconeguda","sol",13,"mig",48,"Mr","S","adults","0"
"465",465,"3","male","Desconeguda","sol",8.05,"baix",26,"Mr","S","adults","0"
"466",466,"3","male","Desconeguda","sol",7.05,"baix",38,"Mr","S","adults","0"
"467",467,"2","male","Desconeguda","sol",0,"baix",30,"Mr","S","adults","0"
"468",468,"1","male","Desconeguda","sol",26.55,"alt",56,"Mr","S","ancians","0"
"469",469,"3","male","Desconeguda","sol",7.725,"baix",26,"Mr","Q","adults","0"
"470",470,"3","female","Desconeguda","petita",4.814575,"baix",0,"Miss","C","nens","1"
"471",471,"3","male","Desconeguda","sol",7.25,"baix",26,"Mr","S","adults","0"
"472",472,"3","male","Desconeguda","sol",8.6625,"baix",38,"Mr","S","adults","0"
"473",473,"2","female","Desconeguda","petita",6.9375,"baix",33,"Mrs","S","adults","1"
"474",474,"2","female","D","sol",13.7917,"mig",23,"Mrs","C","adults","1"
"475",475,"3","female","Desconeguda","sol",9.8375,"mig",22,"Miss","S","adults","0"
"476",476,"1","male","A","sol",52,"alt",42,"Mr","S","adults","0"
"477",477,"2","male","Desconeguda","petita",10.5,"mig",34,"Mr","S","adults","0"
"478",478,"3","male","Desconeguda","petita",3.5229,"baix",29,"Mr","S","adults","0"
"479",479,"3","male","Desconeguda","sol",7.5208,"baix",22,"Mr","S","adults","0"
"480",480,"3","female","Desconeguda","petita",6.14375,"baix",2,"Miss","S","nens","1"
"481",481,"3","male","Desconeguda","gran",5.8625,"baix",9,"Master","S","nens","0"
"482",482,"2","male","Desconeguda","sol",0,"baix",30,"Mr","S","adults","0"
"483",483,"3","male","Desconeguda","sol",8.05,"baix",50,"Mr","S","adults","0"
"484",484,"3","female","Desconeguda","sol",9.5875,"mig",63,"Mrs","S","ancians","1"
"485",485,"1","male","B","petita",45.5396,"alt",25,"Mr","C","adults","1"
"486",486,"3","female","Desconeguda","moderada",5.09334,"baix",17,"Miss","S","adolescents","0"
"487",487,"1","female","C","petita",45,"alt",35,"Mrs","S","adults","1"
"488",488,"1","male","B","sol",29.7,"alt",58,"Mr","C","ancians","0"
"489",489,"3","male","Desconeguda","sol",8.05,"baix",30,"Mr","S","adults","0"
"490",490,"3","male","Desconeguda","petita",5.3,"baix",9,"Master","S","nens","1"
"491",491,"3","male","Desconeguda","petita",9.98335,"mig",26,"Mr","S","adults","0"
"492",492,"3","male","Desconeguda","sol",7.25,"baix",21,"Mr","S","adults","0"
"493",493,"1","male","C","sol",30.5,"alt",55,"Mr","S","adults","0"
"494",494,"1","male","Desconeguda","sol",49.5042,"alt",71,"Mr","C","ancians","0"
"495",495,"3","male","Desconeguda","sol",8.05,"baix",21,"Mr","S","adults","0"
"496",496,"3","male","Desconeguda","sol",14.4583,"mig",26,"Mr","C","adults","0"
"497",497,"1","female","D","petita",39.13335,"alt",54,"Miss","C","adults","1"
"498",498,"3","male","Desconeguda","sol",15.1,"mig",26,"Mr","S","adults","0"
"499",499,"1","female","C","petita",37.8875,"alt",25,"Mrs","S","adults","0"
"500",500,"3","male","Desconeguda","sol",7.7958,"baix",24,"Mr","S","adults","0"
"501",501,"3","male","Desconeguda","sol",8.6625,"baix",17,"Mr","S","adolescents","0"
"502",502,"3","female","Desconeguda","sol",7.75,"baix",21,"Miss","Q","adults","0"
"503",503,"3","female","Desconeguda","sol",7.6292,"baix",22,"Miss","Q","adults","0"
"504",504,"3","female","Desconeguda","sol",9.5875,"mig",37,"Miss","S","adults","0"
"505",505,"1","female","B","sol",86.5,"alt",16,"Miss","S","adolescents","1"
"506",506,"1","male","C","petita",54.45,"alt",18,"Mr","C","adolescents","0"
"507",507,"2","female","Desconeguda","petita",8.66666666666667,"baix",33,"Mrs","S","adults","1"
"508",508,"1","male","Desconeguda","sol",26.55,"alt",42,"Mr","S","adults","1"
"509",509,"3","male","Desconeguda","sol",22.525,"alt",28,"Mr","S","adults","0"
"510",510,"3","male","Desconeguda","sol",56.4958,"alt",26,"Mr","S","adults","1"
"511",511,"3","male","Desconeguda","sol",7.75,"baix",29,"Mr","Q","adults","1"
"512",512,"3","male","Desconeguda","sol",8.05,"baix",26,"Mr","S","adults","0"
"513",513,"1","male","E","sol",26.2875,"alt",36,"Mr","S","adults","1"
"514",514,"1","female","Desconeguda","petita",29.7,"alt",54,"Mrs","C","adults","1"
"515",515,"3","male","Desconeguda","sol",7.4958,"baix",24,"Mr","S","adults","0"
"516",516,"1","male","D","sol",34.0208,"alt",47,"Mr","S","adults","0"
"517",517,"2","female","F","sol",10.5,"mig",34,"Mrs","S","adults","1"
"518",518,"3","male","Desconeguda","sol",24.15,"alt",26,"Mr","Q","adults","0"
"519",519,"2","female","Desconeguda","petita",13,"mig",36,"Mrs","S","adults","1"
"520",520,"3","male","Desconeguda","sol",7.8958,"baix",32,"Mr","S","adults","0"
"521",521,"1","female","B","sol",93.5,"alt",30,"Miss","S","adults","1"
"522",522,"3","male","Desconeguda","sol",7.8958,"baix",22,"Mr","S","adults","0"
"523",523,"3","male","Desconeguda","sol",7.225,"baix",26,"Mr","C","adults","0"
"524",524,"1","female","B","petita",28.9896,"alt",44,"Mrs","C","adults","1"
"525",525,"3","male","Desconeguda","sol",7.2292,"baix",26,"Mr","C","adults","0"
"526",526,"3","male","Desconeguda","sol",7.75,"baix",40,"Mr","Q","adults","0"
"527",527,"2","female","Desconeguda","sol",10.5,"mig",50,"Miss","S","adults","1"
"528",528,"1","male","C","sol",221.7792,"alt",42,"Mr","S","adults","0"
"529",529,"3","male","Desconeguda","sol",7.925,"baix",39,"Mr","S","adults","0"
"530",530,"2","male","Desconeguda","petita",2.875,"baix",23,"Mr","S","adults","0"
"531",531,"2","female","Desconeguda","petita",8.66666666666667,"baix",2,"Miss","S","nens","1"
"532",532,"3","male","Desconeguda","sol",7.2292,"baix",26,"Mr","C","adults","0"
"533",533,"3","male","Desconeguda","petita",2.40973333333333,"baix",17,"Mr","C","adolescents","0"
"534",534,"3","female","Desconeguda","petita",7.45276666666667,"baix",17,"Mrs","C","adolescents","1"
"535",535,"3","female","Desconeguda","sol",8.6625,"baix",30,"Miss","S","adults","0"
"536",536,"2","female","Desconeguda","petita",8.75,"baix",7,"Miss","S","nens","1"
"537",537,"1","male","B","sol",26.55,"alt",45,"noble","S","adults","0"
"538",538,"1","female","Desconeguda","sol",106.425,"alt",30,"Miss","C","adults","1"
"539",539,"3","male","Desconeguda","sol",14.5,"mig",26,"Mr","S","adults","0"
"540",540,"1","female","B","petita",16.5,"mig",22,"Miss","C","adults","1"
"541",541,"1","female","B","petita",23.6666666666667,"alt",36,"Miss","S","adults","1"
"542",542,"3","female","Desconeguda","gran",4.46785714285714,"baix",9,"Miss","S","nens","0"
"543",543,"3","female","Desconeguda","gran",4.46785714285714,"baix",11,"Miss","S","adolescents","0"
"544",544,"2","male","Desconeguda","petita",13,"mig",32,"Mr","S","adults","1"
"545",545,"1","male","C","petita",53.2125,"alt",50,"Mr","C","adults","0"
"546",546,"1","male","Desconeguda","sol",26,"alt",64,"Mr","S","ancians","0"
"547",547,"2","female","Desconeguda","petita",13,"mig",19,"Mrs","S","adults","1"
"548",548,"2","male","Desconeguda","sol",13.8625,"mig",30,"Mr","C","adults","1"
"549",549,"3","male","Desconeguda","petita",6.84166666666667,"baix",33,"Mr","S","adults","0"
"550",550,"2","male","Desconeguda","petita",12.25,"mig",8,"Master","S","nens","1"
"551",551,"1","male","C","petita",36.9611,"alt",17,"Mr","C","adolescents","1"
"552",552,"2","male","Desconeguda","sol",26,"alt",27,"Mr","S","adults","0"
"553",553,"3","male","Desconeguda","sol",7.8292,"baix",26,"Mr","Q","adults","0"
"554",554,"3","male","Desconeguda","sol",7.225,"baix",22,"Mr","C","adults","1"
"555",555,"3","female","Desconeguda","sol",7.775,"baix",22,"Miss","S","adults","1"
"556",556,"1","male","Desconeguda","sol",26.55,"alt",62,"Mr","S","ancians","0"
"557",557,"1","female","A","petita",19.8,"alt",48,"noble","C","adults","1"
"558",558,"1","male","Desconeguda","sol",227.525,"alt",42,"Mr","C","adults","0"
"559",559,"1","female","E","petita",26.55,"alt",39,"Mrs","S","adults","1"
"560",560,"3","female","Desconeguda","petita",8.7,"baix",36,"Mrs","S","adults","1"
"561",561,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults","0"
"562",562,"3","male","Desconeguda","sol",7.8958,"baix",40,"Mr","S","adults","0"
"563",563,"2","male","Desconeguda","sol",13.5,"mig",28,"Mr","S","adults","0"
"564",564,"3","male","Desconeguda","sol",8.05,"baix",26,"Mr","S","adults","0"
"565",565,"3","female","Desconeguda","sol",8.05,"baix",22,"Miss","S","adults","0"
"566",566,"3","male","Desconeguda","petita",8.05,"baix",24,"Mr","S","adults","0"
"567",567,"3","male","Desconeguda","sol",7.8958,"baix",19,"Mr","S","adults","0"
"568",568,"3","female","Desconeguda","moderada",4.215,"baix",29,"Mrs","S","adults","0"
"569",569,"3","male","Desconeguda","sol",7.2292,"baix",26,"Mr","C","adults","0"
"570",570,"3","male","Desconeguda","sol",7.8542,"baix",32,"Mr","S","adults","1"
"571",571,"2","male","Desconeguda","sol",10.5,"mig",62,"Mr","S","ancians","1"
"572",572,"1","female","C","petita",17.1597333333333,"mig",53,"Mrs","S","adults","1"
"573",573,"1","male","E","sol",26.3875,"alt",36,"Mr","S","adults","1"
"574",574,"3","female","Desconeguda","sol",7.75,"baix",22,"Miss","Q","adults","1"
"575",575,"3","male","Desconeguda","sol",8.05,"baix",16,"Mr","S","adolescents","0"
"576",576,"3","male","Desconeguda","sol",14.5,"mig",19,"Mr","S","adults","0"
"577",577,"2","female","Desconeguda","sol",13,"mig",34,"Miss","S","adults","1"
"578",578,"1","female","E","petita",27.95,"alt",39,"Mrs","S","adults","1"
"579",579,"3","female","Desconeguda","petita",7.22915,"baix",22,"Mrs","C","adults","0"
"580",580,"3","male","Desconeguda","sol",7.925,"baix",32,"Mr","S","adults","1"
"581",581,"2","female","Desconeguda","petita",10,"mig",25,"Miss","S","adults","1"
"582",582,"1","female","C","petita",36.9611,"alt",39,"Mrs","C","adults","1"
"583",583,"2","male","Desconeguda","sol",26,"alt",54,"Mr","S","adults","0"
"584",584,"1","male","A","sol",40.125,"alt",36,"Mr","C","adults","0"
"585",585,"3","male","Desconeguda","sol",8.7125,"baix",26,"Mr","C","adults","0"
"586",586,"1","female","E","petita",26.55,"alt",18,"Miss","S","adolescents","1"
"587",587,"2","male","Desconeguda","sol",15,"mig",47,"Mr","S","adults","0"
"588",588,"1","male","B","petita",26.4,"alt",60,"Mr","C","ancians","1"
"589",589,"3","male","Desconeguda","sol",8.05,"baix",22,"Mr","S","adults","0"
"590",590,"3","male","Desconeguda","sol",8.05,"baix",26,"Mr","S","adults","0"
"591",591,"3","male","Desconeguda","sol",7.125,"baix",35,"Mr","S","adults","0"
"592",592,"1","female","D","petita",39.13335,"alt",52,"Mrs","C","adults","1"
"593",593,"3","male","Desconeguda","sol",7.25,"baix",47,"Mr","S","adults","0"
"594",594,"3","female","Desconeguda","petita",2.58333333333333,"baix",17,"Miss","Q","adolescents","0"
"595",595,"2","male","Desconeguda","petita",13,"mig",37,"Mr","S","adults","0"
"596",596,"3","male","Desconeguda","petita",8.05,"baix",36,"Mr","S","adults","0"
"597",597,"2","female","Desconeguda","sol",33,"alt",29,"Miss","S","adults","1"
"598",598,"3","male","Desconeguda","sol",0,"baix",49,"Mr","S","adults","0"
"599",599,"3","male","Desconeguda","sol",7.225,"baix",26,"Mr","C","adults","0"
"600",600,"1","male","A","petita",28.4646,"alt",49,"noble","C","adults","1"
"601",601,"2","female","Desconeguda","petita",6.75,"baix",24,"Mrs","S","adults","1"
"602",602,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults","0"
"603",603,"1","male","Desconeguda","sol",42.4,"alt",42,"Mr","S","adults","0"
"604",604,"3","male","Desconeguda","sol",8.05,"baix",44,"Mr","S","adults","0"
"605",605,"1","male","Desconeguda","sol",26.55,"alt",35,"Mr","C","adults","1"
"606",606,"3","male","Desconeguda","petita",7.775,"baix",36,"Mr","S","adults","0"
"607",607,"3","male","Desconeguda","sol",7.8958,"baix",30,"Mr","S","adults","0"
"608",608,"1","male","Desconeguda","sol",30.5,"alt",27,"Mr","S","adults","1"
"609",609,"2","female","Desconeguda","petita",10.3948,"mig",22,"Mrs","C","adults","1"
"610",610,"1","female","C","sol",153.4625,"alt",40,"Miss","S","adults","1"
"611",611,"3","female","Desconeguda","gran",4.46785714285714,"baix",39,"Mrs","S","adults","0"
"612",612,"3","male","Desconeguda","sol",7.05,"baix",26,"Mr","S","adults","0"
"613",613,"3","female","Desconeguda","petita",7.75,"baix",22,"Miss","Q","adults","1"
"614",614,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults","0"
"615",615,"3","male","Desconeguda","sol",8.05,"baix",35,"Mr","S","adults","0"
"616",616,"2","female","Desconeguda","petita",16.25,"mig",24,"Miss","S","adults","1"
"617",617,"3","male","Desconeguda","petita",4.8,"baix",34,"Mr","S","adults","0"
"618",618,"3","female","Desconeguda","petita",8.05,"baix",26,"Mrs","S","adults","0"
"619",619,"2","female","F","petita",9.75,"mig",4,"Miss","S","nens","1"
"620",620,"2","male","Desconeguda","sol",10.5,"mig",26,"Mr","S","adults","0"
"621",621,"3","male","Desconeguda","petita",7.2271,"baix",27,"Mr","C","adults","0"
"622",622,"1","male","D","petita",26.2771,"alt",42,"Mr","S","adults","1"
"623",623,"3","male","Desconeguda","petita",5.24723333333333,"baix",20,"Mr","C","adults","1"
"624",624,"3","male","Desconeguda","sol",7.8542,"baix",21,"Mr","S","adults","0"
"625",625,"3","male","Desconeguda","sol",16.1,"mig",21,"Mr","S","adults","0"
"626",626,"1","male","D","sol",32.3208,"alt",61,"Mr","S","ancians","0"
"627",627,"2","male","Desconeguda","sol",12.35,"mig",57,"noble","Q","ancians","0"
"628",628,"1","female","D","sol",77.9583,"alt",21,"Miss","S","adults","1"
"629",629,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults","0"
"630",630,"3","male","Desconeguda","sol",7.7333,"baix",26,"Mr","Q","adults","0"
"631",631,"1","male","A","sol",30,"alt",80,"Mr","S","ancians","1"
"632",632,"3","male","Desconeguda","sol",7.0542,"baix",51,"Mr","S","adults","0"
"633",633,"1","male","B","sol",30.5,"alt",32,"noble","C","adults","1"
"634",634,"1","male","Desconeguda","sol",0,"baix",42,"Mr","S","adults","0"
"635",635,"3","female","Desconeguda","moderada",4.65,"baix",9,"Miss","S","nens","0"
"636",636,"2","female","Desconeguda","sol",13,"mig",28,"Miss","S","adults","1"
"637",637,"3","male","Desconeguda","sol",7.925,"baix",32,"Mr","S","adults","0"
"638",638,"2","male","Desconeguda","petita",8.75,"baix",31,"Mr","S","adults","0"
"639",639,"3","female","Desconeguda","moderada",6.61458333333333,"baix",41,"Mrs","S","adults","0"
"640",640,"3","male","Desconeguda","petita",8.05,"baix",26,"Mr","S","adults","0"
"641",641,"3","male","Desconeguda","sol",7.8542,"baix",20,"Mr","S","adults","0"
"642",642,"1","female","B","sol",69.3,"alt",24,"noble","C","adults","1"
"643",643,"3","female","Desconeguda","moderada",4.65,"baix",2,"Miss","S","nens","0"
"644",644,"3","male","Desconeguda","sol",56.4958,"alt",26,"Mr","S","adults","1"
"645",645,"3","female","Desconeguda","petita",4.814575,"baix",0,"Miss","C","nens","1"
"646",646,"1","male","D","petita",38.3646,"alt",48,"Mr","C","adults","1"
"647",647,"3","male","Desconeguda","sol",7.8958,"baix",19,"Mr","S","adults","0"
"648",648,"1","male","A","sol",35.5,"alt",56,"noble","C","ancians","1"
"649",649,"3","male","Desconeguda","sol",7.55,"baix",26,"Mr","S","adults","0"
